user_id,product_id,event_type,timestamp,device,event_score,id,title,price,description,category,image,rating.rate,rating.count,category_encoded,price_normalized,hour
U4,7,view,2025-01-01 13:30:45,mobile,1,7,White Gold Plated Princess,9.99,"Classic Created Wedding Engagement Solitaire Diamond Promise Ring for Her. Gifts to spoil your love more for Engagement, Wedding, Anniversary, Valentine's Day...",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_t.png,3.0,400,1,0.0020563686948106927,13
U5,4,view,2025-01-01 14:05:55,web,1,4,Mens Casual Slim Fit,15.99,"The color could be slightly different between on the screen and in practice. / Please note that body builds vary by person, therefore, detailed size information should be reviewed below on the product description.",men's clothing,https://fakestoreapi.com/img/71YXzeOuslL._AC_UY879_t.png,2.1,430,2,0.008104511914842143,14
U5,4,add_to_cart,2025-01-01 14:06:40,web,3,4,Mens Casual Slim Fit,15.99,"The color could be slightly different between on the screen and in practice. / Please note that body builds vary by person, therefore, detailed size information should be reviewed below on the product description.",men's clothing,https://fakestoreapi.com/img/71YXzeOuslL._AC_UY879_t.png,2.1,430,2,0.008104511914842143,14
U5,2,view,2025-01-01 14:10:15,web,1,2,Mens Casual Premium Slim Fit T-Shirts ,22.3,"Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",men's clothing,https://fakestoreapi.com/img/71-3HjGNDUL._AC_SY879._SX._UX._SY._UY_t.png,4.1,259,2,0.01446514253457522,14
U5,8,view,2025-01-01 14:12:30,web,1,8,Pierced Owl Rose Gold Plated Stainless Steel Double,10.99,Rose Gold Plated Double Flared Tunnel Plug Earrings. Made of 316L Stainless Steel,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_t.png,1.9,100,1,0.0030643925648159345,14
U6,5,view,2025-01-01 15:45:00,mobile,1,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,695.0,"From our Legends Collection, the Naga was inspired by the mythical water dragon that protects the ocean's pearl. Wear facing inward to be bestowed with love and abundance, or outward for protection.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_t.png,4.6,400,1,0.6925627998871013,15
U6,5,click,2025-01-01 15:46:10,mobile,2,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,695.0,"From our Legends Collection, the Naga was inspired by the mythical water dragon that protects the ocean's pearl. Wear facing inward to be bestowed with love and abundance, or outward for protection.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_t.png,4.6,400,1,0.6925627998871013,15
U6,9,view,2025-01-01 15:48:00,mobile,1,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,64.0,"USB 3.0 and USB 2.0 Compatibility Fast data transfers Improve PC Performance High Capacity; Compatibility Formatted NTFS for Windows 10, Windows 8.1, Windows 7; Reformatting may be required for other operating systems; Compatibility may vary depending on user’s hardware configuration and operating system",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_t.png,3.3,203,0,0.0564997379137938,15
U7,3,view,2025-01-01 16:20:30,web,1,3,Mens Cotton Jacket,55.99,"great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",men's clothing,https://fakestoreapi.com/img/71li-ujtlUL._AC_UX679_t.png,4.7,500,2,0.04842546671505182,16
U7,3,click,2025-01-01 16:21:45,web,2,3,Mens Cotton Jacket,55.99,"great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",men's clothing,https://fakestoreapi.com/img/71li-ujtlUL._AC_UX679_t.png,4.7,500,2,0.04842546671505182,16
U7,10,view,2025-01-01 16:24:10,web,1,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,109.0,"Easy upgrade for faster boot up, shutdown, application load and response (As compared to 5400 RPM SATA 2.5” hard drive; Based on published specifications and internal benchmarking tests using PCMark vantage scores) Boosts burst write performance, making it ideal for typical PC workloads The perfect balance of performance and reliability Read/write speeds of up to 535MB/s/450MB/s (Based on internal testing; Performance may vary depending upon drive capacity, host device, OS and application.)",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_t.png,2.9,470,0,0.10186081206402968,16
U8,1,view,2025-01-01 17:05:10,mobile,1,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",109.95,"Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",men's clothing,https://fakestoreapi.com/img/81fPKd-2AYL._AC_SL1500_t.png,3.9,120,2,0.10281843474053466,17
U8,2,view,2025-01-01 17:06:25,mobile,1,2,Mens Casual Premium Slim Fit T-Shirts ,22.3,"Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",men's clothing,https://fakestoreapi.com/img/71-3HjGNDUL._AC_SY879._SX._UX._SY._UY_t.png,4.1,259,2,0.01446514253457522,17
U8,11,view,2025-01-01 17:08:40,mobile,1,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,109.0,"3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design suitable for Ultrabooks and Ultra-slim notebooks. Supports TRIM command, Garbage Collection technology, RAID, and ECC (Error Checking & Correction) to provide the optimized performance and enhanced reliability.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png,4.8,319,0,0.10186081206402968,17
U9,4,view,2025-01-01 18:30:00,web,1,4,Mens Casual Slim Fit,15.99,"The color could be slightly different between on the screen and in practice. / Please note that body builds vary by person, therefore, detailed size information should be reviewed below on the product description.",men's clothing,https://fakestoreapi.com/img/71YXzeOuslL._AC_UY879_t.png,2.1,430,2,0.008104511914842143,18
U9,4,click,2025-01-01 18:31:20,web,2,4,Mens Casual Slim Fit,15.99,"The color could be slightly different between on the screen and in practice. / Please note that body builds vary by person, therefore, detailed size information should be reviewed below on the product description.",men's clothing,https://fakestoreapi.com/img/71YXzeOuslL._AC_UY879_t.png,2.1,430,2,0.008104511914842143,18
U9,12,view,2025-01-01 18:33:10,web,1,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,114.0,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,4.8,400,0,0.10690093141405589,18
U10,5,view,2025-01-01 19:10:45,mobile,1,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,695.0,"From our Legends Collection, the Naga was inspired by the mythical water dragon that protects the ocean's pearl. Wear facing inward to be bestowed with love and abundance, or outward for protection.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_t.png,4.6,400,1,0.6925627998871013,19
U10,13,view,2025-01-01 19:12:00,mobile,1,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,599.0,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color Supported - 16. 7 million colors. Brightness - 250 nit Tilt angle -5 degree to 15 degree. Horizontal viewing angle-178 degree. Vertical viewing angle-178 degree 75 hertz,electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png,2.9,250,0,0.5957925083665981,19
U11,6,view,2025-01-01 19:30:10,web,1,6,Solid Gold Petite Micropave ,168.0,Satisfaction Guaranteed. Return or exchange any order within 30 days.Designed and sold by Hafeez Center in the United States. Satisfaction Guaranteed. Return or exchange any order within 30 days.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_t.png,3.9,70,1,0.16133422039433892,19
U11,6,click,2025-01-01 19:31:00,web,2,6,Solid Gold Petite Micropave ,168.0,Satisfaction Guaranteed. Return or exchange any order within 30 days.Designed and sold by Hafeez Center in the United States. Satisfaction Guaranteed. Return or exchange any order within 30 days.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_t.png,3.9,70,1,0.16133422039433892,19
U11,14,view,2025-01-01 19:33:20,web,1,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,999.99,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png,2.2,140,0,1.0,19
U12,7,view,2025-01-01 19:45:00,mobile,1,7,White Gold Plated Princess,9.99,"Classic Created Wedding Engagement Solitaire Diamond Promise Ring for Her. Gifts to spoil your love more for Engagement, Wedding, Anniversary, Valentine's Day...",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_t.png,3.0,400,1,0.0020563686948106927,19
U12,15,view,2025-01-01 19:47:30,mobile,1,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,56.99,"Note:The Jackets is US standard size, Please choose size as your usual wear Material: 100% Polyester; Detachable Liner Fabric: Warm Fleece. Detachable Functional Liner: Skin Friendly, Lightweigt and Warm.Stand Collar Liner jacket, keep you warm in cold weather. Zippered Pockets: 2 Zippered Hand Pockets, 2 Zippered Pockets on Chest (enough to keep cards or keys)and 1 Hidden Pocket Inside.Zippered Hand Pockets and Hidden Pocket keep your things secure. Humanized Design: Adjustable and Detachable Hood and Adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 Detachable Design provide more convenience, you can separate the coat and inner as needed, or wear it together. It is suitable for different season and help you adapt to different climates",women's clothing,https://fakestoreapi.com/img/51Y5NI-I5jL._AC_UX679_t.png,2.6,235,3,0.049433490585057055,19
U13,8,view,2025-01-01 20:05:15,web,1,8,Pierced Owl Rose Gold Plated Stainless Steel Double,10.99,Rose Gold Plated Double Flared Tunnel Plug Earrings. Made of 316L Stainless Steel,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_t.png,1.9,100,1,0.0030643925648159345,20
U13,8,click,2025-01-01 20:06:10,web,2,8,Pierced Owl Rose Gold Plated Stainless Steel Double,10.99,Rose Gold Plated Double Flared Tunnel Plug Earrings. Made of 316L Stainless Steel,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_t.png,1.9,100,1,0.0030643925648159345,20
U13,16,view,2025-01-01 20:08:40,web,1,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,29.95,"100% POLYURETHANE(shell) 100% POLYESTER(lining) 75% POLYESTER 25% COTTON (SWEATER), Faux leather material for style and comfort / 2 pockets of front, 2-For-One Hooded denim style faux leather jacket, Button detail on waist / Detail stitching at sides, HAND WASH ONLY / DO NOT BLEACH / LINE DRY / DO NOT IRON",women's clothing,https://fakestoreapi.com/img/81XH0e8fefL._AC_UY879_t.png,2.9,340,3,0.022176525140115318,20
U14,9,view,2025-01-01 20:30:00,mobile,1,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,64.0,"USB 3.0 and USB 2.0 Compatibility Fast data transfers Improve PC Performance High Capacity; Compatibility Formatted NTFS for Windows 10, Windows 8.1, Windows 7; Reformatting may be required for other operating systems; Compatibility may vary depending on user’s hardware configuration and operating system",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_t.png,3.3,203,0,0.0564997379137938,20
U14,17,view,2025-01-01 20:32:20,mobile,1,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,39.99,"Lightweight perfet for trip or casual wear---Long sleeve with hooded, adjustable drawstring waist design. Button and zipper front closure raincoat, fully stripes Lined and The Raincoat has 2 side pockets are a good size to hold all kinds of things, it covers the hips, and the hood is generous but doesn't overdo it.Attached Cotton Lined Hood with Adjustable Drawstrings give it a real styled look.",women's clothing,https://fakestoreapi.com/img/71HblAHs5xL._AC_UY879_-2t.png,3.8,679,3,0.03229708479496795,20
U15,10,view,2025-01-01 20:55:45,web,1,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,109.0,"Easy upgrade for faster boot up, shutdown, application load and response (As compared to 5400 RPM SATA 2.5” hard drive; Based on published specifications and internal benchmarking tests using PCMark vantage scores) Boosts burst write performance, making it ideal for typical PC workloads The perfect balance of performance and reliability Read/write speeds of up to 535MB/s/450MB/s (Based on internal testing; Performance may vary depending upon drive capacity, host device, OS and application.)",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_t.png,2.9,470,0,0.10186081206402968,20
U15,10,add_to_cart,2025-01-01 20:56:30,web,3,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,109.0,"Easy upgrade for faster boot up, shutdown, application load and response (As compared to 5400 RPM SATA 2.5” hard drive; Based on published specifications and internal benchmarking tests using PCMark vantage scores) Boosts burst write performance, making it ideal for typical PC workloads The perfect balance of performance and reliability Read/write speeds of up to 535MB/s/450MB/s (Based on internal testing; Performance may vary depending upon drive capacity, host device, OS and application.)",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_t.png,2.9,470,0,0.10186081206402968,20
U15,18,view,2025-01-01 20:58:10,web,1,18,MBJ Women's Solid Short Sleeve Boat Neck V ,9.85,"95% RAYON 5% SPANDEX, Made in USA or Imported, Do Not Bleach, Lightweight fabric with great stretch for comfort, Ribbed on sleeves and neckline / Double stitching on bottom hem",women's clothing,https://fakestoreapi.com/img/71z3kpMAYsL._AC_UY879_t.png,4.7,130,3,0.0019152453530099575,20
U16,11,view,2025-01-01 21:10:00,mobile,1,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,109.0,"3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design suitable for Ultrabooks and Ultra-slim notebooks. Supports TRIM command, Garbage Collection technology, RAID, and ECC (Error Checking & Correction) to provide the optimized performance and enhanced reliability.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png,4.8,319,0,0.10186081206402968,21
U16,19,view,2025-01-01 21:12:25,mobile,1,19,Opna Women's Short Sleeve Moisture,7.95,"100% Polyester, Machine wash, 100% cationic polyester interlock, Machine Wash & Pre Shrunk for a Great Fit, Lightweight, roomy and highly breathable with moisture wicking fabric which helps to keep moisture away, Soft Lightweight Fabric with comfortable V-neck collar and a slimmer fit, delivers a sleek, more feminine silhouette and Added Comfort",women's clothing,https://fakestoreapi.com/img/51eg55uWmdL._AC_UX679_t.png,4.5,146,3,0.0,21
U17,12,view,2025-01-01 21:30:40,web,1,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,114.0,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,4.8,400,0,0.10690093141405589,21
U17,12,click,2025-01-01 21:31:30,web,2,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,114.0,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,4.8,400,0,0.10690093141405589,21
U17,20,view,2025-01-01 21:33:50,web,1,20,DANVOUY Womens T Shirt Casual Cotton Short,12.99,"95%Cotton,5%Spandex, Features: Casual, Short Sleeve, Letter Print,V-Neck,Fashion Tees, The fabric is soft and has some stretch., Occasion: Casual/Office/Beach/School/Home/Street. Season: Spring,Summer,Autumn,Winter.",women's clothing,https://fakestoreapi.com/img/61pHAEJ4NML._AC_UX679_t.png,3.6,145,3,0.005080440304826418,21
U18,13,view,2025-01-01 21:50:00,mobile,1,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,599.0,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color Supported - 16. 7 million colors. Brightness - 250 nit Tilt angle -5 degree to 15 degree. Horizontal viewing angle-178 degree. Vertical viewing angle-178 degree 75 hertz,electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png,2.9,250,0,0.5957925083665981,21
U18,14,view,2025-01-01 21:52:10,mobile,1,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,999.99,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png,2.2,140,0,1.0,21
U19,15,view,2025-01-01 22:05:30,web,1,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,56.99,"Note:The Jackets is US standard size, Please choose size as your usual wear Material: 100% Polyester; Detachable Liner Fabric: Warm Fleece. Detachable Functional Liner: Skin Friendly, Lightweigt and Warm.Stand Collar Liner jacket, keep you warm in cold weather. Zippered Pockets: 2 Zippered Hand Pockets, 2 Zippered Pockets on Chest (enough to keep cards or keys)and 1 Hidden Pocket Inside.Zippered Hand Pockets and Hidden Pocket keep your things secure. Humanized Design: Adjustable and Detachable Hood and Adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 Detachable Design provide more convenience, you can separate the coat and inner as needed, or wear it together. It is suitable for different season and help you adapt to different climates",women's clothing,https://fakestoreapi.com/img/51Y5NI-I5jL._AC_UX679_t.png,2.6,235,3,0.049433490585057055,22
U19,16,view,2025-01-01 22:07:40,web,1,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,29.95,"100% POLYURETHANE(shell) 100% POLYESTER(lining) 75% POLYESTER 25% COTTON (SWEATER), Faux leather material for style and comfort / 2 pockets of front, 2-For-One Hooded denim style faux leather jacket, Button detail on waist / Detail stitching at sides, HAND WASH ONLY / DO NOT BLEACH / LINE DRY / DO NOT IRON",women's clothing,https://fakestoreapi.com/img/81XH0e8fefL._AC_UY879_t.png,2.9,340,3,0.022176525140115318,22
U20,17,view,2025-01-01 22:25:00,mobile,1,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,39.99,"Lightweight perfet for trip or casual wear---Long sleeve with hooded, adjustable drawstring waist design. Button and zipper front closure raincoat, fully stripes Lined and The Raincoat has 2 side pockets are a good size to hold all kinds of things, it covers the hips, and the hood is generous but doesn't overdo it.Attached Cotton Lined Hood with Adjustable Drawstrings give it a real styled look.",women's clothing,https://fakestoreapi.com/img/71HblAHs5xL._AC_UY879_-2t.png,3.8,679,3,0.03229708479496795,22
U20,18,view,2025-01-01 22:27:15,mobile,1,18,MBJ Women's Solid Short Sleeve Boat Neck V ,9.85,"95% RAYON 5% SPANDEX, Made in USA or Imported, Do Not Bleach, Lightweight fabric with great stretch for comfort, Ribbed on sleeves and neckline / Double stitching on bottom hem",women's clothing,https://fakestoreapi.com/img/71z3kpMAYsL._AC_UY879_t.png,4.7,130,3,0.0019152453530099575,22
U20,19,view,2025-01-01 22:29:40,mobile,1,19,Opna Women's Short Sleeve Moisture,7.95,"100% Polyester, Machine wash, 100% cationic polyester interlock, Machine Wash & Pre Shrunk for a Great Fit, Lightweight, roomy and highly breathable with moisture wicking fabric which helps to keep moisture away, Soft Lightweight Fabric with comfortable V-neck collar and a slimmer fit, delivers a sleek, more feminine silhouette and Added Comfort",women's clothing,https://fakestoreapi.com/img/51eg55uWmdL._AC_UX679_t.png,4.5,146,3,0.0,22
